publishedAt,entry_ts,entry,exit_ts,exit,pred_proba,signal,rtn,hold_hours,cum
2025-09-27 06:00:41+00:00,2025-09-27 07:00:00+00:00,109411.2,2025-09-28 07:00:00+00:00,109513.06,0.9810083392904145,1,0.0009309832996986511,24,1.0009309832996987
2025-09-27 06:00:21+00:00,2025-09-27 07:00:00+00:00,109411.2,2025-09-28 07:00:00+00:00,109513.06,0.9848446155352275,1,0.0009309832996986511,24,1.0018628333293016
